traceID,spanID,process.serviceName,operationName,startTime,startTimeMillis,duration,tags.0.type,tags.0.key,tags.0.value,tags.1.type,tags.1.key,tags.1.value,tags.2.type,tags.2.key,tags.2.value,tags.3.type,tags.3.key,tags.3.value,tags.4.type,tags.4.key,tags.4.value,tags.5.type,tags.5.key,tags.5.value,tags.6.type,tags.6.key,tags.6.value,tags.7.type,tags.7.key,tags.7.value,tags.8.type,tags.8.key,tags.8.value,tags.9.type,tags.9.key,tags.9.value,references.0.refType,references.0.spanID,references.0.traceID,tags.10.type,tags.10.key,tags.10.value
65abe5730a7f5aa5,e620b83c2e695981,social-graph-service,RedisInsert,1635326822640353,1635326822640,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,686b39cdff9a2748,65abe5730a7f5aa5,,,
65abe5730a7f5aa5,97cb5c62271c7234,write-home-timeline-service,RedisUpdate,1635326822641388,1635326822641,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,f14a0454443d8ddc,65abe5730a7f5aa5,,,
98770bd4906b7553,98770bd4906b7553,nginx-web-server,/wrk2-api/post/compose,1635326822699000,1635326822699,8345,string,sampler.type,const,bool,sampler.param,true,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,11,string,peer.address,172.21.0.1:55178,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,,,,,,
98770bd4906b7553,ecddd291aa0c7f28,nginx-web-server,/wrk2-api/post/compose,1635326822699701,1635326822699,7643,string,component,nginx,string,nginx.worker_pid,11,string,peer.address,172.21.0.1:55178,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,98770bd4906b7553,98770bd4906b7553,,,
98770bd4906b7553,482793a03497c825,nginx-web-server,ComposePost,1635326822699792,1635326822699,7365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,ecddd291aa0c7f28,98770bd4906b7553,,,
98770bd4906b7553,a100a345dc680f9d,media-service,UploadMedia,1635326822700722,1635326822700,971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,482793a03497c825,98770bd4906b7553,,,
98770bd4906b7553,9478c0c89bf290b5,compose-post-service,UploadMedia,1635326822700985,1635326822700,559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,a100a345dc680f9d,98770bd4906b7553,,,
98770bd4906b7553,846cf0f6789b3c36,user-service,UploadUserWithUserId,1635326822701014,1635326822701,1263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,482793a03497c825,98770bd4906b7553,,,
98770bd4906b7553,a893bd7da0164229,compose-post-service,RedisHashSet,1635326822701029,1635326822701,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,9478c0c89bf290b5,98770bd4906b7553,,,
98770bd4906b7553,bdf9931225c35374,compose-post-service,UploadCreator,1635326822701103,1635326822701,883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,846cf0f6789b3c36,98770bd4906b7553,,,
98770bd4906b7553,a979528402a33f27,compose-post-service,RedisHashSet,1635326822701119,1635326822701,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,bdf9931225c35374,98770bd4906b7553,,,
98770bd4906b7553,19ddd2833a6a9079,text-service,UploadText,1635326822701317,1635326822701,5596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,482793a03497c825,98770bd4906b7553,,,
98770bd4906b7553,7f4b751ccdc84055,unique-id-service,UploadUniqueId,1635326822701501,1635326822701,515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,482793a03497c825,98770bd4906b7553,,,
98770bd4906b7553,9794be2c852aee9,compose-post-service,UploadUniqueId,1635326822701612,1635326822701,330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7f4b751ccdc84055,98770bd4906b7553,,,
98770bd4906b7553,a5bc25cf736913bd,compose-post-service,RedisHashSet,1635326822701624,1635326822701,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,9794be2c852aee9,98770bd4906b7553,,,
98770bd4906b7553,3c21271c91af0fdc,url-shorten-service,UploadUrls,1635326822702062,1635326822702,1060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,19ddd2833a6a9079,98770bd4906b7553,,,
98770bd4906b7553,df21a142d52ee941,user-mention-service,UploadUserMentions,1635326822702078,1635326822702,1495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,19ddd2833a6a9079,98770bd4906b7553,,,
98770bd4906b7553,c41516f23f86c7d8,compose-post-service,UploadUrls,1635326822702252,1635326822702,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,3c21271c91af0fdc,98770bd4906b7553,,,
98770bd4906b7553,fd50c2371435dee2,compose-post-service,RedisHashSet,1635326822702273,1635326822702,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,c41516f23f86c7d8,98770bd4906b7553,,,
98770bd4906b7553,2b2342e0932d7ea6,compose-post-service,UploadUserMentions,1635326822702794,1635326822702,643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,df21a142d52ee941,98770bd4906b7553,,,
98770bd4906b7553,c296bb85eeb4b79c,compose-post-service,RedisHashSet,1635326822702828,1635326822702,586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,2b2342e0932d7ea6,98770bd4906b7553,,,
98770bd4906b7553,bb04cff50e77ee95,compose-post-service,UploadText,1635326822703728,1635326822703,3046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,19ddd2833a6a9079,98770bd4906b7553,,,
98770bd4906b7553,887d78fb22571dc2,compose-post-service,RedisHashSet,1635326822703737,1635326822703,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,bb04cff50e77ee95,98770bd4906b7553,,,
98770bd4906b7553,7b397b1566effd6b,post-storage-service,StorePost,1635326822704802,1635326822704,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,bb04cff50e77ee95,98770bd4906b7553,,,
98770bd4906b7553,af3f1b33b1fee920,user-timeline-service,WriteUserTimeline,1635326822704820,1635326822704,1846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,bb04cff50e77ee95,98770bd4906b7553,,,
98770bd4906b7553,24800c396c4647a6,post-storage-service,MongoInsertPost,1635326822704844,1635326822704,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7b397b1566effd6b,98770bd4906b7553,,,
98770bd4906b7553,afc5fe40e209d504,user-timeline-service,MongoFindUser,1635326822704846,1635326822704,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,af3f1b33b1fee920,98770bd4906b7553,,,
98770bd4906b7553,4f80fdcdd4ce98e7,write-home-timeline-service,FanoutHomeTimelines,1635326822705549,1635326822705,7319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,bb04cff50e77ee95,98770bd4906b7553,,,
98770bd4906b7553,63191dc2dab13ca9,social-graph-service,GetFollowers,1635326822705660,1635326822705,4146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,4f80fdcdd4ce98e7,98770bd4906b7553,,,
98770bd4906b7553,c3de506fbb622262,social-graph-service,RedisGet,1635326822705674,1635326822705,553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,63191dc2dab13ca9,98770bd4906b7553,,,
98770bd4906b7553,f452ac1a53b50240,user-timeline-service,MongoInsert,1635326822705846,1635326822705,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,af3f1b33b1fee920,98770bd4906b7553,,,
98770bd4906b7553,6d5f44155d3c31d7,user-timeline-service,RedisUpdate,1635326822706239,1635326822706,406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,af3f1b33b1fee920,98770bd4906b7553,,,
98770bd4906b7553,225763800a58a6f4,social-graph-service,MongoFindUser,1635326822706288,1635326822706,1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,63191dc2dab13ca9,98770bd4906b7553,,,
98770bd4906b7553,5a0ece0059c0554f,social-graph-service,RedisInsert,1635326822708087,1635326822708,1675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,63191dc2dab13ca9,98770bd4906b7553,,,
98770bd4906b7553,d413fcfb2c3d93ee,write-home-timeline-service,RedisUpdate,1635326822710060,1635326822710,2788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,4f80fdcdd4ce98e7,98770bd4906b7553,,,
b6427741befe1305,b6427741befe1305,nginx-web-server,/wrk2-api/post/compose,1635326823004000,1635326823004,6770,string,sampler.type,const,bool,sampler.param,true,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,23,string,peer.address,172.21.0.1:55186,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,,,,,,
b6427741befe1305,bb470bd179199c27,nginx-web-server,/wrk2-api/post/compose,1635326823004516,1635326823004,6253,string,component,nginx,string,nginx.worker_pid,23,string,peer.address,172.21.0.1:55186,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,b6427741befe1305,b6427741befe1305,,,
b6427741befe1305,23831b60c52b2c44,nginx-web-server,ComposePost,1635326823004625,1635326823004,6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,bb470bd179199c27,b6427741befe1305,,,
b6427741befe1305,67dc210bb8f23783,media-service,UploadMedia,1635326823004926,1635326823004,1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,23831b60c52b2c44,b6427741befe1305,,,
b6427741befe1305,df08783b78226c09,compose-post-service,UploadMedia,1635326823005058,1635326823005,929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,67dc210bb8f23783,b6427741befe1305,,,
b6427741befe1305,71662b876130653,user-service,UploadUserWithUserId,1635326823005080,1635326823005,851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,23831b60c52b2c44,b6427741befe1305,,,
b6427741befe1305,b92328ff33de323,compose-post-service,RedisHashSet,1635326823005084,1635326823005,849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,df08783b78226c09,b6427741befe1305,,,
b6427741befe1305,b0ae10e99ded9181,text-service,UploadText,1635326823005252,1635326823005,5180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,23831b60c52b2c44,b6427741befe1305,,,
b6427741befe1305,764e1476c2ae33d1,compose-post-service,UploadCreator,1635326823005356,1635326823005,478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,71662b876130653,b6427741befe1305,,,
b6427741befe1305,26af813ab43d7494,compose-post-service,RedisHashSet,1635326823005373,1635326823005,444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,764e1476c2ae33d1,b6427741befe1305,,,
b6427741befe1305,be2f4e034ebba8c5,unique-id-service,UploadUniqueId,1635326823005392,1635326823005,1391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,23831b60c52b2c44,b6427741befe1305,,,
b6427741befe1305,9a2ce55202185bd6,compose-post-service,UploadUniqueId,1635326823005562,1635326823005,1152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,be2f4e034ebba8c5,b6427741befe1305,,,
b6427741befe1305,1b0e1d418420b176,compose-post-service,RedisHashSet,1635326823005574,1635326823005,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,9a2ce55202185bd6,b6427741befe1305,,,
b6427741befe1305,cb3ef90033c24e6e,user-mention-service,UploadUserMentions,1635326823006049,1635326823006,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b0ae10e99ded9181,b6427741befe1305,,,
b6427741befe1305,b7a1dbd8d9dda680,url-shorten-service,UploadUrls,1635326823006124,1635326823006,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b0ae10e99ded9181,b6427741befe1305,,,
b6427741befe1305,cd30bf8f72ced750,compose-post-service,UploadUrls,1635326823006349,1635326823006,708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b7a1dbd8d9dda680,b6427741befe1305,,,
b6427741befe1305,b0db557cdd9dc33c,compose-post-service,RedisHashSet,1635326823006364,1635326823006,681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,cd30bf8f72ced750,b6427741befe1305,,,
b6427741befe1305,d8a50c67f5aebbbb,compose-post-service,UploadUserMentions,1635326823006572,1635326823006,435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,cb3ef90033c24e6e,b6427741befe1305,,,
b6427741befe1305,131fae76f23ace1b,compose-post-service,RedisHashSet,1635326823006589,1635326823006,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,d8a50c67f5aebbbb,b6427741befe1305,,,
b6427741befe1305,7120203b560c8a34,compose-post-service,UploadText,1635326823007470,1635326823007,2794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,b0ae10e99ded9181,b6427741befe1305,,,
b6427741befe1305,371da591ad933854,compose-post-service,RedisHashSet,1635326823007481,1635326823007,282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7120203b560c8a34,b6427741befe1305,,,
b6427741befe1305,45ca206c39318c0f,user-timeline-service,WriteUserTimeline,1635326823008476,1635326823008,1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7120203b560c8a34,b6427741befe1305,,,
b6427741befe1305,77e1b15a8133d85e,post-storage-service,StorePost,1635326823008480,1635326823008,778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7120203b560c8a34,b6427741befe1305,,,
b6427741befe1305,eb232759867e6e46,user-timeline-service,MongoFindUser,1635326823008496,1635326823008,1473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,45ca206c39318c0f,b6427741befe1305,,,
b6427741befe1305,586535ffc37cacf3,post-storage-service,MongoInsertPost,1635326823008517,1635326823008,714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,77e1b15a8133d85e,b6427741befe1305,,,
b6427741befe1305,4cbc3287d1bfd0ae,user-timeline-service,MongoInsert,1635326823009074,1635326823009,504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,45ca206c39318c0f,b6427741befe1305,,,
b6427741befe1305,aac7d9bc6be4a8ec,write-home-timeline-service,FanoutHomeTimelines,1635326823009282,1635326823009,5774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,7120203b560c8a34,b6427741befe1305,,,
b6427741befe1305,9bade0ce8de1babe,social-graph-service,GetFollowers,1635326823009453,1635326823009,3458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,aac7d9bc6be4a8ec,b6427741befe1305,,,
b6427741befe1305,cba8c3d14fdcc5c8,social-graph-service,RedisGet,1635326823009466,1635326823009,523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,9bade0ce8de1babe,b6427741befe1305,,,
b6427741befe1305,7b1b605c2b633706,user-timeline-service,RedisUpdate,1635326823009606,1635326823009,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,45ca206c39318c0f,b6427741befe1305,,,
b6427741befe1305,bbe2ed6bebe9a577,social-graph-service,MongoFindUser,1635326823010016,1635326823010,1191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,9bade0ce8de1babe,b6427741befe1305,,,
b6427741befe1305,dffa5b94c49aa662,social-graph-service,RedisInsert,1635326823011229,1635326823011,1663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,9bade0ce8de1babe,b6427741befe1305,,,
b6427741befe1305,51ea270416905637,write-home-timeline-service,RedisUpdate,1635326823013063,1635326823013,1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,aac7d9bc6be4a8ec,b6427741befe1305,,,
86f336c7e8470ff3,86f336c7e8470ff3,nginx-web-server,/wrk2-api/post/compose,1635326823212000,1635326823212,10231,string,sampler.type,const,bool,sampler.param,true,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,23,string,peer.address,172.21.0.1:55122,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,,,,,,
86f336c7e8470ff3,efb08177d02564c7,nginx-web-server,/wrk2-api/post/compose,1635326823212421,1635326823212,9809,string,component,nginx,string,nginx.worker_pid,23,string,peer.address,172.21.0.1:55122,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,86f336c7e8470ff3,86f336c7e8470ff3,,,
86f336c7e8470ff3,ba3acd3c121081fd,nginx-web-server,ComposePost,1635326823212530,1635326823212,9452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,efb08177d02564c7,86f336c7e8470ff3,,,
86f336c7e8470ff3,a9d48da745d82079,user-service,UploadUserWithUserId,1635326823213100,1635326823213,829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,ba3acd3c121081fd,86f336c7e8470ff3,,,
86f336c7e8470ff3,e67fd2cb06476a7d,compose-post-service,UploadCreator,1635326823213227,1635326823213,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,a9d48da745d82079,86f336c7e8470ff3,,,
86f336c7e8470ff3,59a4ffbb863460a2,text-service,UploadText,1635326823213243,1635326823213,8076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,ba3acd3c121081fd,86f336c7e8470ff3,,,
86f336c7e8470ff3,dafe4cc21a635369,compose-post-service,RedisHashSet,1635326823213250,1635326823213,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,e67fd2cb06476a7d,86f336c7e8470ff3,,,
86f336c7e8470ff3,e00bc4e08ff0b8ce,media-service,UploadMedia,1635326823213422,1635326823213,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,ba3acd3c121081fd,86f336c7e8470ff3,,,
86f336c7e8470ff3,47b39da295115fa2,compose-post-service,UploadMedia,1635326823213616,1635326823213,367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,e00bc4e08ff0b8ce,86f336c7e8470ff3,,,
86f336c7e8470ff3,9502ae15135e7471,compose-post-service,RedisHashSet,1635326823213634,1635326823213,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,47b39da295115fa2,86f336c7e8470ff3,,,
86f336c7e8470ff3,eecc01723a87ff08,unique-id-service,UploadUniqueId,1635326823214024,1635326823214,1713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,ba3acd3c121081fd,86f336c7e8470ff3,,,
86f336c7e8470ff3,5a4ec73fac777da7,url-shorten-service,UploadUrls,1635326823214028,1635326823214,1652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,59a4ffbb863460a2,86f336c7e8470ff3,,,
86f336c7e8470ff3,8ab5a97e7898da6c,compose-post-service,UploadUniqueId,1635326823214150,1635326823214,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,eecc01723a87ff08,86f336c7e8470ff3,,,
86f336c7e8470ff3,b4a0017af698fdf0,compose-post-service,RedisHashSet,1635326823214162,1635326823214,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,8ab5a97e7898da6c,86f336c7e8470ff3,,,
86f336c7e8470ff3,f4f29622d0225d72,compose-post-service,UploadUrls,1635326823214345,1635326823214,1122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,5a4ec73fac777da7,86f336c7e8470ff3,,,
86f336c7e8470ff3,ae749cf6156ce608,user-mention-service,UploadUserMentions,1635326823214360,1635326823214,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,59a4ffbb863460a2,86f336c7e8470ff3,,,
86f336c7e8470ff3,4500669e4da808c6,compose-post-service,RedisHashSet,1635326823214361,1635326823214,1090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,f4f29622d0225d72,86f336c7e8470ff3,,,
86f336c7e8470ff3,3afa1ee910cfc850,compose-post-service,UploadUserMentions,1635326823215279,1635326823215,622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,ae749cf6156ce608,86f336c7e8470ff3,,,
86f336c7e8470ff3,c64f9b5b3a96d5,compose-post-service,RedisHashSet,1635326823215309,1635326823215,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,3afa1ee910cfc850,86f336c7e8470ff3,,,
86f336c7e8470ff3,986d63316db35273,compose-post-service,UploadText,1635326823216065,1635326823216,4943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,59a4ffbb863460a2,86f336c7e8470ff3,,,
86f336c7e8470ff3,939dd63a205b6ef7,compose-post-service,RedisHashSet,1635326823216086,1635326823216,287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,986d63316db35273,86f336c7e8470ff3,,,
86f336c7e8470ff3,17a94c1749b2b45f,user-timeline-service,WriteUserTimeline,1635326823217033,1635326823217,2814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,986d63316db35273,86f336c7e8470ff3,,,
86f336c7e8470ff3,ff8cd4df911ff5db,post-storage-service,StorePost,1635326823217033,1635326823217,757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,986d63316db35273,86f336c7e8470ff3,,,
86f336c7e8470ff3,8109e3b4007127a1,user-timeline-service,MongoFindUser,1635326823217064,1635326823217,2812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,17a94c1749b2b45f,86f336c7e8470ff3,,,
86f336c7e8470ff3,967ef5dc96cb52c4,post-storage-service,MongoInsertPost,1635326823217075,1635326823217,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,ff8cd4df911ff5db,86f336c7e8470ff3,,,
86f336c7e8470ff3,3b61b383766bfed2,write-home-timeline-service,FanoutHomeTimelines,1635326823218486,1635326823218,5969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,986d63316db35273,86f336c7e8470ff3,,,
86f336c7e8470ff3,25a641bd248f4570,user-timeline-service,MongoInsert,1635326823218491,1635326823218,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,17a94c1749b2b45f,86f336c7e8470ff3,,,
86f336c7e8470ff3,aa613920d64500da,social-graph-service,GetFollowers,1635326823218620,1635326823218,3374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,3b61b383766bfed2,86f336c7e8470ff3,,,
86f336c7e8470ff3,29dc7f888625c029,social-graph-service,RedisGet,1635326823218635,1635326823218,1035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,aa613920d64500da,86f336c7e8470ff3,,,
86f336c7e8470ff3,7a4d1d9793c12c0a,user-timeline-service,RedisUpdate,1635326823219384,1635326823219,412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,17a94c1749b2b45f,86f336c7e8470ff3,,,
86f336c7e8470ff3,4e6c91e82040101b,social-graph-service,MongoFindUser,1635326823219709,1635326823219,1141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,aa613920d64500da,86f336c7e8470ff3,,,
86f336c7e8470ff3,40d18c6cc221368a,social-graph-service,RedisInsert,1635326823220892,1635326823220,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,aa613920d64500da,86f336c7e8470ff3,,,
86f336c7e8470ff3,a78bb3b1a975f8ca,write-home-timeline-service,RedisUpdate,1635326823222186,1635326823222,2236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,3b61b383766bfed2,86f336c7e8470ff3,,,
ca0bf0dfac0199e8,ca0bf0dfac0199e8,nginx-web-server,/wrk2-api/post/compose,1635326823511000,1635326823511,13402,string,sampler.type,const,bool,sampler.param,true,int64,http.status_code,200,string,http.status_line,,string,component,nginx,string,nginx.worker_pid,15,string,peer.address,172.21.0.1:55158,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,,,,,,
ca0bf0dfac0199e8,f4f3d1da238b304e,nginx-web-server,/wrk2-api/post/compose,1635326823511903,1635326823511,12499,string,component,nginx,string,nginx.worker_pid,15,string,peer.address,172.21.0.1:55158,string,http.method,POST,string,http.url,http://localhost:8080/wrk2-api/post/compose,string,http.host,localhost:8080,int64,http.status_code,200,string,http.status_line,,,,,,,,CHILD_OF,ca0bf0dfac0199e8,ca0bf0dfac0199e8,,,
ca0bf0dfac0199e8,fcbea8b83bcad6b3,nginx-web-server,ComposePost,1635326823511992,1635326823511,8531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,f4f3d1da238b304e,ca0bf0dfac0199e8,,,
ca0bf0dfac0199e8,d47a42c5a24d8119,media-service,UploadMedia,1635326823513421,1635326823513,2922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,fcbea8b83bcad6b3,ca0bf0dfac0199e8,,,
ca0bf0dfac0199e8,a69f73bec52862e7,user-service,UploadUserWithUserId,1635326823513591,1635326823513,3052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,fcbea8b83bcad6b3,ca0bf0dfac0199e8,,,
ca0bf0dfac0199e8,e3f2520ba24ba427,text-service,UploadText,1635326823513719,1635326823513,6580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,fcbea8b83bcad6b3,ca0bf0dfac0199e8,,,
ca0bf0dfac0199e8,82261cd26f0e0000,user-mention-service,UploadUserMentions,1635326823514460,1635326823514,1801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,e3f2520ba24ba427,ca0bf0dfac0199e8,,,
ca0bf0dfac0199e8,d402a30e8a813256,unique-id-service,UploadUniqueId,1635326823514465,1635326823514,1785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,fcbea8b83bcad6b3,ca0bf0dfac0199e8,,,
ca0bf0dfac0199e8,5fc02770a707c603,compose-post-service,UploadMedia,1635326823514588,1635326823514,1558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,d47a42c5a24d8119,ca0bf0dfac0199e8,,,
ca0bf0dfac0199e8,c0aa49c016d174c,compose-post-service,UploadUniqueId,1635326823514590,1635326823514,1472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,d402a30e8a813256,ca0bf0dfac0199e8,,,
ca0bf0dfac0199e8,1a1757de81ba9df8,compose-post-service,RedisHashSet,1635326823514604,1635326823514,1438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHILD_OF,c0aa49c016d174c,ca0bf0dfac0199e8,,,
